State,StateID,County,index,intercept,SP,unemployment,mortgage_rates,ind_prod,inflation_expect
Wisconsin,55,Brown,261,5.20E-18,-0.007815089,0.052307948,-0.132231565,0.416526703,-0.508440464
Florida,12,Alachua,262,1.56E-16,0.284910289,0.10076715,0.204144939,0.214095282,-0.592116959
Mississippi,28,Hinds,263,-2.39E-17,-0.129550689,-0.369828849,-0.142289963,0.051703362,-0.236493682
Maryland,24,Harford,264,-3.47E-18,0.354836645,0.300244971,-0.003971276,0.318964499,-0.531598257
Washington,53,Yakima,265,0,-0.15492896,0.20250778,-0.22200142,0.464605395,-0.458314218
Virginia,51,Norfolk,266,5.20E-18,0.180600971,0.546230955,-0.155821846,0.852117145,-0.617551939
Ohio,39,Mahoning,267,-6.94E-17,0.089485947,-0.075572385,0.06791526,-0.008857875,-0.581202181
North Carolina,37,Buncombe,268,9.11E-17,0.370397203,-0.209963107,0.240808185,-0.147724495,-0.537397009
Minnesota,27,Washington,269,1.96E-16,0.522928548,0.226651854,0.300992837,0.027921968,-0.215603363
Pennsylvania,42,Cumberland,270,-4.16E-17,0.156256286,0.414863961,0.075477388,0.391189279,-0.545273197
Texas,48,McLennan,271,-4.08E-17,0.246149353,-0.051993095,0.144666633,0.147927863,-0.577005322
New York,36,Oneida,272,-6.07E-17,0.056485762,0.429129037,0.151787318,0.631500388,-0.489766202
Louisiana,22,St. Tammany,273,5.90E-17,0.433373888,0.106482996,-0.101163387,-0.158940693,-0.266971699
Maryland,24,Frederick,274,4.16E-17,0.431011089,0.334974036,0.443353472,0.070771557,-0.123423627
Utah,49,Weber,275,-1.23E-16,0.202810894,-0.099424197,0.225499327,-0.0092395,-0.58481591
Ohio,39,Lake,276,-6.94E-18,0.066557535,-0.140158287,-0.176993472,0.176287786,-0.45301611
Alabama,1,Montgomery,277,-1.04E-17,0.07627766,0.387505007,-0.172012569,0.55083227,-0.492619324
South Carolina,45,York,278,-2.81E-16,-0.022821207,0.746092442,-0.381777298,1.013574572,-0.463487076
Virginia,51,Chesapeake,279,8.15E-17,0.254797866,0.457347027,-0.065901355,0.640058837,-0.608917106
Missouri,29,Clay,280,1.13E-17,0.175230186,-0.113422327,0.235961951,0.071344663,-0.551429859
Louisiana,22,Lafayette,281,-5.90E-17,0.101289251,0.520920181,0.223184737,0.187463275,-0.157775454
Arkansas,5,Benton,282,-1.08E-16,0.397568071,0.171699607,-0.108239663,-0.005004844,-0.482665422
California,6,Butte,283,2.72E-16,0.383542841,-0.028475995,0.232990431,0.230646701,-0.253368238
New York,36,Saratoga,284,1.56E-16,0.109419072,-0.125074619,0.105769387,-0.127114102,-0.087483031
Missouri,29,Jefferson,285,1.88E-16,-0.075675661,0.273725725,-0.110858632,0.575303861,-0.615316313
New York,36,Niagara,286,1.34E-16,0.133261503,0.50110648,0.084493634,0.801796226,-0.477929205
Massachusetts,25,Barnstable,287,1.08E-16,0.358658264,0.058896903,0.238812282,0.058162554,-0.498314962
Pennsylvania,42,Lackawanna,288,7.29E-17,-0.096752603,0.455567374,0.011074453,0.910185282,-0.239999369
Georgia,13,Cherokee,289,-7.81E-17,0.273283988,-0.03064357,0.307988096,-0.066919363,-0.101068202
Ohio,39,Warren,290,-4.16E-17,0.385630846,0.362469126,0.056061352,0.499839287,-0.588091177
Iowa,19,Linn,291,-1.89E-16,0.263590156,-0.020295925,0.010912398,0.427105857,-0.444916185
Arizona,4,Yavapai,292,-7.37E-17,0.491484087,0.188348024,0.379319027,-0.0240155,-0.169720885
Ohio,39,Trumbull,293,3.47E-18,0.175186315,0.358322558,-0.093538545,0.622488565,-0.427066016
Texas,48,Smith,294,1.46E-16,0.081662543,0.6392531,-0.252017192,0.632966202,-0.616236232
New Mexico,35,Dona Ana,295,6.18E-17,-0.026285929,0.500936095,0.397667145,0.688622476,-0.036635086
Pennsylvania,42,Washington,296,-1.63E-16,-0.137785496,0.589730637,-0.482632907,0.992865926,0.032263752
Virginia,51,Arlington,297,5.81E-17,0.268776983,0.818616097,-0.059534822,0.75281506,-0.191742262
North Carolina,37,Gaston,298,1.73E-16,-0.036546432,0.02210941,0.135738224,0.379146052,-0.427404786
Virginia,51,Richmond,299,3.15E-16,0.17675106,0.156925586,0.154411335,0.193700985,-0.641702552
Georgia,13,Henry,300,-1.33E-16,0.462554262,0.593296232,0.245389866,0.487144786,-0.21280069
Oregon,41,Jackson,301,-1.73E-17,0.45567959,-0.127979405,0.272682274,-0.295943217,-0.340688135
Arkansas,5,Washington,302,5.90E-17,0.180510062,-0.282472791,-0.103592051,0.213461534,-0.101695142
North Carolina,37,New Hanover,303,1.04E-16,0.273311751,0.130598212,0.289904088,0.045627165,-0.546375334
North Carolina,37,Union,304,-2.60E-17,0.289627464,0.054468161,0.308335255,0.084110601,-0.3488418
Washington,53,Whatcom,305,1.07E-16,0.212230377,-0.223995663,0.105096504,0.000198479,-0.546552861
Illinois,17,Champaign,306,1.01E-16,-0.073996715,0.074198217,-0.084862377,0.158735134,-0.456528417
California,6,Yolo,307,-1.94E-16,0.372367683,0.023747813,0.47490077,-0.216583137,-0.039112693
New York,36,Broome,308,1.73E-17,-0.074031176,0.678448258,0.099132421,0.803248227,-0.171855996
Georgia,13,Richmond,309,-4.54E-16,0.109051341,0.346938072,0.565805281,0.03094781,0.348000757
Minnesota,27,St. Louis,310,-7.81E-18,0.570945176,0.079896045,0.041703117,0.12865336,-0.581530138
Arizona,4,Mohave,311,-2.70E-16,0.204242473,0.780793838,0.30096363,0.838602748,-0.291825329
Michigan,26,Saginaw,312,-5.20E-18,0.390445515,0.207637319,-0.102403021,0.36145505,-0.45380857
Indiana,18,Elkhart,313,-1.46E-16,-0.090412416,0.239084031,0.233539783,0.405036851,-0.466678722
Illinois,17,Sangamon,314,3.21E-17,0.277670634,0.402022249,-0.113169263,0.283897481,0.081202844
Ohio,39,Clermont,315,2.95E-17,-0.104032575,-0.245558838,0.050138858,0.020464227,-0.506060831
Delaware,10,Sussex,316,6.42E-17,0.233873996,0.421707499,0.315950576,0.454166996,-0.376683783
Maine,23,York,317,-2.26E-16,0.080034889,0.080715145,0.029114192,0.149002401,-0.61228346
Arizona,4,Yuma,318,1.04E-16,0.44689944,0.296857061,-0.160480193,0.460551918,-0.333568152
Wisconsin,55,Racine,319,-1.67E-16,0.223979177,0.267828136,0.259410895,0.63780035,-0.4993886
Alabama,1,Shelby,320,4.51E-17,0.131736295,0.813032458,0.070307985,0.857082437,-0.681301766
Texas,48,Brazos,321,1.04E-17,0.11025344,-0.71682201,0.089474278,-0.576836567,-0.330266864
Alabama,1,Tuscaloosa,322,-1.42E-16,-0.075944046,0.705754416,-0.186943975,1.188808545,0.044670088
West Virginia,54,Kanawha,323,4.68E-17,0.017316658,-0.705731323,-0.129974859,-0.894475113,-0.079142636
Louisiana,22,Calcasieu,324,4.86E-17,0.091654147,-0.802295638,0.051159666,-0.929706979,-0.225549249
Florida,12,Clay,325,1.05E-16,0.35463775,0.211280621,0.503778971,0.273691006,-0.404868014
Florida,12,St. Johns,326,-1.82E-17,0.363865815,-0.05386665,0.398618423,-0.176144704,-0.069642417
Connecticut,9,Litchfield,327,-3.30E-17,0.229600246,0.307423238,0.244037717,0.28640481,-0.523145488
Georgia,13,Muscogee,328,5.55E-17,-0.049896352,0.802365885,0.092373155,1.00659328,-0.598502819
Idaho,16,Canyon,329,-1.99E-16,0.188682206,0.363898143,0.161173421,0.282936163,0.017395704
South Carolina,45,Anderson,330,-1.76E-16,0.185199546,0.242828623,0.106625357,0.472042186,-0.61461956
Mississippi,28,Harrison,331,1.40E-16,0.051609677,-0.263903284,-0.009932342,0.059444677,-0.627013419
Illinois,17,Peoria,332,3.47E-18,0.214403507,0.616445951,-0.118819521,0.603900016,-0.38254806
Hawaii,15,Hawaii,333,-8.67E-18,0.46359271,0.248411545,0.264545166,0.071954399,-0.175734469
Pennsylvania,42,Butler,334,1.04E-16,0.25845182,0.913192649,-0.48509131,1.258558009,-0.131424
Tennessee,47,Williamson,335,-1.07E-16,0.415511897,-0.712508925,0.234873012,-0.860067374,-0.258104028
New York,36,Ulster,336,1.01E-16,0.154093559,0.628170129,-0.020765437,1.108119177,-0.369906803
Alabama,1,Baldwin,337,9.28E-17,-0.160380884,0.736360313,0.303388174,0.981700921,-0.386838902
California,6,El Dorado,338,7.55E-17,0.468119362,-0.06122713,0.417518358,-0.322561854,-0.083947756
Michigan,26,Livingston,339,-1.18E-16,0.400335793,0.121733437,0.508205098,-0.23541383,-0.021651402
Florida,12,Okaloosa,340,6.59E-17,0.271940167,0.694852538,-0.009173737,0.672399717,-0.506873065
Virginia,51,Newport News,341,-1.01E-16,0.091573188,0.608904804,-0.049343352,0.737541701,-0.608758504
Indiana,18,Vanderburgh,342,2.43E-17,0.222058377,0.449512528,-0.077884513,0.696138013,-0.690525528
Georgia,13,Hall,343,1.21E-17,0.399800927,-0.036138542,0.048692411,0.074020702,0.044299959
North Carolina,37,Cabarrus,344,9.02E-17,0.215183534,0.192486392,0.212061901,0.299320174,-0.574440753
Kansas,20,Shawnee,345,6.94E-18,0.187093999,0.591980738,-0.262504849,0.861998557,-0.426800283
South Carolina,45,Berkeley,346,3.42E-16,0.338075406,0.116102949,0.236292548,0.286540114,-0.116114427
North Carolina,37,Onslow,347,-7.20E-17,-0.127879697,0.619187821,-0.071705304,1.04887144,-0.415622032
California,6,Shasta,348,7.55E-17,0.331991764,0.110215346,0.185709256,0.165375235,-0.043233641
Wisconsin,55,Outagamie,349,2.62E-16,0.203077503,0.398335624,0.101713856,0.54132389,-0.613800874
Georgia,13,Forsyth,350,-2.10E-16,0.430055788,0.124180346,0.359520429,-0.06424401,0.086674584
Washington,53,Benton,351,2.34E-16,-0.16517292,-0.397281137,0.079823598,0.156245098,-0.371084261
California,6,Imperial,352,9.11E-17,0.141483083,0.262170372,0.222920632,0.316233568,-0.20255625
Ohio,39,Delaware,353,-1.31E-16,0.19740327,-0.001734318,0.567958821,-0.311216931,-0.351638804
Indiana,18,Tippecanoe,354,-1.89E-16,0.138067918,0.525056228,0.002078415,0.622647447,-0.685776415
Florida,12,Hernando,355,6.33E-17,0.251725249,-0.111509133,0.333708017,-0.067279197,-0.494146775
Ohio,39,Medina,356,2.97E-16,0.074250601,0.309893919,0.158533559,0.350990201,-0.440698289
Tennessee,47,Montgomery,357,-2.01E-16,-0.106348434,1.033416693,-0.102655261,1.108492561,-0.419565
Michigan,26,Muskegon,358,-4.25E-17,0.055377552,0.19146957,0.201481016,0.378094922,-0.485194874
Pennsylvania,42,Beaver,359,-4.34E-17,0.346214881,0.558380994,0.174600168,0.664790139,-0.572412921
Pennsylvania,42,Monroe,360,-1.87E-16,0.017628808,0.623886016,0.00668935,0.934513888,-0.623764499
Illinois,17,McLean,361,3.12E-17,0.552888646,0.556739927,0.025056445,0.1799013,-0.296832011
South Dakota,46,Minnehaha,362,-6.16E-17,0.089850772,-0.373054096,0.249201438,-0.258504225,-0.586854721
North Carolina,37,Johnston,363,-5.03E-17,0.042673636,0.098727346,0.025618637,0.358240221,-0.657799202
Florida,12,Bay,364,1.56E-17,0.169680858,0.642648173,0.109622086,0.602849283,-0.475549488
North Carolina,37,Pitt,365,-1.04E-16,0.061051058,0.690588381,-0.115497338,0.957388092,-0.604204475
Maryland,24,Carroll,366,-2.64E-16,0.487505659,0.285714725,0.161701303,0.117886507,-0.164890697
Wisconsin,55,Winnebago,367,9.80E-17,0.432026252,0.261997374,-0.125703303,0.325402586,-0.352374904
Ohio,39,Licking,368,1.47E-17,0.087407083,0.72949524,0.249505047,0.996695139,-0.024704436
Wisconsin,55,Kenosha,369,4.08E-17,0.25385779,0.022898872,0.284774218,0.251492666,-0.434891053
Rhode Island,44,Kent,370,-1.62E-16,0.257681686,-0.072415807,0.169532927,-0.09330817,-0.538290256
Connecticut,9,Middlesex,371,5.72E-17,0.412336642,0.260298861,-0.18084083,0.353248309,-0.412275639
Iowa,19,Scott,372,-1.47E-17,0.39879298,0.572780653,-0.314583093,0.643900418,-0.363628198
Indiana,18,Porter,373,-1.91E-16,-0.112771213,0.71301314,-0.154216621,1.011949316,-0.404007207
Michigan,26,St. Clair,374,7.20E-17,0.197544451,0.394635421,0.416411672,0.481257616,-0.245277307
North Carolina,37,Davidson,375,-7.63E-17,0.019646281,0.355288504,-0.325691935,0.757913906,-0.61838137
Missouri,29,Boone,376,3.47E-16,0.380830583,0.279498917,-0.304854478,0.162529026,-0.590086422
Delaware,10,Kent,377,7.63E-17,0.033661014,0.551247562,0.03158594,0.763094447,-0.618721686
South Carolina,45,Beaufort,378,1.27E-16,0.098823499,0.19384805,0.184681459,0.267956108,-0.362278451
Ohio,39,Greene,379,2.17E-17,0.055011229,0.581704661,0.14127305,0.847784007,-0.598461204
Ohio,39,Portage,380,-8.67E-17,0.11017918,0.169411169,0.134492183,0.249669399,-0.535651348
Mississippi,28,DeSoto,381,-3.12E-17,-0.145314179,0.412233089,-0.192316733,0.816756193,-0.487180685
Tennessee,47,Sumner,382,0,0.206678925,-0.779537738,0.354046657,-0.574104711,-0.279253181
Wisconsin,55,Rock,383,-7.72E-17,0.423686547,0.080854909,-0.062338364,0.255254372,-0.592972768
Michigan,26,Jackson,384,-2.60E-17,0.268775075,0.586140169,0.44555919,0.567798532,-0.221492933
South Carolina,45,Aiken,385,-2.12E-16,-0.155461778,0.282362061,0.00707781,0.503442409,-0.524030672
Florida,12,Charlotte,386,-1.42E-16,0.271526474,-0.706265889,0.311743506,-0.870578592,0.026016735
Kentucky,21,Kenton,387,3.12E-17,0.100065154,0.60059696,0.03138055,0.63208672,-0.71130025
North Carolina,37,Iredell,388,-1.82E-16,0.206674218,-0.160954564,-0.18941112,-0.026705848,-0.594503802
New York,36,Rensselaer,389,4.16E-17,-0.100995131,0.749693793,0.129134994,0.84961603,-0.35038272
Colorado,8,Pueblo,390,1.42E-16,-0.125096616,0.085869063,-0.034584596,0.424661074,-0.545969823
Nebraska,31,Sarpy,391,2.46E-16,0.199620133,0.086243558,0.177036758,-0.008802016,-0.505770642
Massachusetts,25,Hampshire,392,4.16E-17,0.189423099,0.720648537,0.180066819,0.670088609,-0.455951572
Oregon,41,Deschutes,393,1.29E-16,0.300884149,-0.050223998,0.410781288,-0.387233702,-0.000851234
Kansas,20,Wyandotte,394,-1.62E-16,-0.209359875,-0.279880705,-0.129110351,0.047558578,-0.354980081
Texas,48,Hays,395,-1.17E-16,0.214272723,-0.232120292,-0.037357894,-0.226076007,-0.177368535
New Jersey,34,Cumberland,396,-2.43E-17,-0.134495702,0.073967275,-0.516329739,0.416101364,-0.179192299
Tennessee,47,Sullivan,397,1.54E-16,0.01373067,0.48410161,0.266890701,0.632423288,-0.417252767
Michigan,26,Berrien,398,0,0.357309374,0.678142489,0.103084759,0.954584717,-0.484749315
Vermont,50,Chittenden,399,5.55E-17,0.480559421,-0.002583279,0.02472866,0.068938591,-0.54664847
Georgia,13,Bibb,400,-5.81E-17,0.323283191,0.719159814,0.270570947,0.946060138,-0.491986177
Hawaii,15,Maui,401,2.17E-16,0.178126759,0.100380869,0.495585366,0.326874166,-0.364354651
New York,36,Schenectady,402,4.51E-17,0.110523759,0.526843954,0.107187638,0.568246448,-0.413287161
North Carolina,37,Catawba,403,-8.67E-18,-0.038622354,0.441381612,0.015582543,0.733180759,-0.606399229
Pennsylvania,42,Centre,404,2.28E-16,-0.400378057,0.279628785,0.115960239,0.685700657,-0.26442661
Maine,23,Penobscot,405,1.73E-18,-0.261149998,0.028446813,0.038587718,0.202166992,-0.267376072
Louisiana,22,Ouachita,406,-1.31E-16,-0.318895606,-0.712688051,-0.042364704,-0.562789276,0.109487737
California,6,Kings,407,-6.94E-18,0.227061343,0.098052086,0.039921989,0.059425042,-0.200859904
Connecticut,9,Tolland,408,5.20E-18,0.283402187,0.513173855,0.456848434,0.349133563,-0.373103529
Michigan,26,Monroe,409,1.24E-16,0.091528282,0.3689705,0.056084717,0.573242743,-0.153539061
Florida,12,Santa Rosa,410,-1.89E-16,0.402524579,0.349889308,0.085161393,0.337374788,-0.57816824
North Carolina,37,Alamance,411,-2.08E-17,0.444011345,0.723610565,0.371103107,0.776377652,-0.158112146
Texas,48,Johnson,412,3.82E-17,0.172809612,-0.467777729,0.444015393,-0.319774221,-0.30575796
California,6,Madera,413,1.96E-16,0.54068135,0.281726187,0.353731561,0.022066989,-0.082852912
Minnesota,27,Stearns,414,-4.94E-17,-0.026924541,-0.112763803,0.028927236,0.020153873,0.063349522
North Dakota,38,Cass,415,1.75E-16,0.096221747,-0.233416224,0.067953288,-0.30679236,-0.094216939
Pennsylvania,42,Franklin,416,5.90E-17,0.472822077,0.378422479,-0.177684814,0.561076157,-0.413528725
Texas,48,Ellis,417,2.46E-16,0.122289826,-0.726146341,0.336357891,-0.724526147,-0.408964055
New Jersey,34,Sussex,418,-3.17E-17,0.210959674,0.628047299,0.331312963,0.763007938,-0.376807723
Pennsylvania,42,Schuylkill,419,-3.12E-17,0.132708911,0.811408102,-0.267612921,0.850293928,-0.61834028
Montana,30,Yellowstone,420,6.85E-17,0.262194394,0.994168629,-0.018811851,1.010773075,0.138592676
Illinois,17,Rock Island,421,-5.85E-17,0.199971244,0.425851242,0.218502811,0.469032007,-0.324049151
Maryland,24,Washington,422,9.02E-17,0.377023048,0.393037781,0.375756492,0.272598792,-0.476487383
Colorado,8,Mesa,423,1.15E-16,0.068441616,0.213812494,0.011446746,0.394839917,-0.470963586
Maryland,24,Charles,424,8.76E-17,0.491155303,0.105765355,0.289883207,0.061605304,-0.269848369
New Hampshire,33,Merrimack,425,5.38E-17,0.170351306,-0.006638451,0.031254308,0.084401881,-0.476995203
Florida,12,Martin,426,1.46E-16,0.289315156,-0.205988559,0.360655763,-0.350131093,-0.193326829
Ohio,39,Fairfield,427,-9.19E-17,-0.033053218,0.161207589,0.163127821,0.451170618,-0.548952962
Indiana,18,Hendricks,428,1.85E-16,0.081451371,0.554387034,0.183993007,0.705580309,-0.512614572
Minnesota,27,Olmsted,429,-2.59E-16,0.124851806,-0.758039654,0.132176175,-0.772453366,-0.318931407
New Mexico,35,Santa Fe,430,-5.98E-17,0.004175523,0.164391822,-0.001697226,0.505473165,-0.441772697
Pennsylvania,42,Cambria,431,-4.86E-17,-0.322899757,0.714564031,-0.30449655,0.690330695,-0.356926272
Georgia,13,Paulding,432,-3.04E-16,0.036199502,-0.368353937,0.668003219,-0.298771838,0.174630558
North Carolina,37,Randolph,433,-1.06E-16,0.157437745,0.451465242,-0.197401531,0.725576987,-0.618528028
Mississippi,28,Rankin,434,4.51E-17,-0.112214156,0.001783324,-0.399643202,0.483790936,-0.371721135
Florida,12,Citrus,435,-1.23E-16,0.135999015,-0.28519121,0.07623099,-0.122395679,-0.562301392
Alabama,1,Lee,436,-1.26E-16,-0.101385329,-0.014528486,-0.078807004,0.260401846,-0.530097112
Virginia,51,Alexandria,437,1.11E-16,0.428211707,0.832178579,-0.313703062,0.762710977,-0.293756755
Georgia,13,Houston,438,-3.47E-17,0.167959477,1.124906288,0.032839124,1.369454412,-0.367108569
Mississippi,28,Jackson,439,-1.98E-16,-0.131996798,0.27114077,-0.064059682,0.331741107,-0.5880122
Indiana,18,Johnson,440,-7.46E-17,0.15453384,0.673564393,-0.059718469,0.924408615,-0.503487551
Idaho,16,Kootenai,441,-8.15E-17,0.249704655,0.569576625,0.069001122,0.661065499,-0.370953034
North Carolina,37,Rowan,442,-7.36E-16,0.157891844,-0.007626896,0.090915442,-0.211153341,0.051460515
Ohio,39,Clark,443,-7.81E-18,0.013032316,-0.201345501,0.11711659,-0.009664465,-0.393653607
Utah,49,Washington,444,-1.35E-16,0.369015684,0.33028946,0.480993878,0.23933371,-0.146946886
Florida,12,Indian River,445,5.38E-17,0.256774158,-0.391987562,0.417506096,-0.610998699,-0.256744922
Indiana,18,Monroe,446,-8.67E-19,0.06405335,0.479073084,-0.055160349,0.823885286,-0.572043927
Virginia,51,Hampton,447,5.72E-17,0.149137197,0.573585637,-0.33743867,0.928369694,-0.389421384
Texas,48,Ector,448,6.59E-17,0.024162646,-0.111157362,0.279649499,-0.063822643,0.215923914
South Carolina,45,Florence,449,-1.18E-16,0.075628986,0.298259777,0.118169082,0.240225696,-0.253325856
Texas,48,Midland,450,4.51E-17,0.012609131,0.523170524,0.353494969,0.797638369,0.350024726
Pennsylvania,42,Fayette,451,1.02E-16,-0.23935672,0.865194437,-0.203835598,0.92574284,-0.192834829
South Carolina,45,Dorchester,452,-1.28E-16,0.304866288,0.039341608,0.460866506,0.086123892,-0.533877274
California,6,Napa,453,1.73E-17,0.339679291,-0.151624496,0.291302888,-0.360596907,0.157084743
Michigan,26,Calhoun,454,7.46E-17,-0.209458466,0.628636521,-0.010889888,0.849300453,-0.55306755
Illinois,17,Tazewell,455,4.86E-17,0.157293099,0.607817849,-0.156499087,0.325386097,-0.048546378
New York,36,Chautauqua,456,0,-0.088294467,0.826407802,-0.41518166,1.069809805,-0.447778032
California,6,Humboldt,457,4.29E-17,0.328159519,-0.338871735,0.431801084,-0.540878209,-0.337283259
Arizona,4,Coconino,458,2.34E-17,0.503204277,0.064709013,0.29980311,-0.148442968,-0.332473782
North Carolina,37,Robeson,459,-6.91E-16,-0.449499013,0.224984069,0.521398348,-0.04353732,0.386655485
Wisconsin,55,Marathon,460,4.60E-17,0.073611195,0.241208365,0.060111363,0.461855172,-0.636631268
North Carolina,37,Orange,461,7.29E-17,0.369157667,0.026821988,0.115857482,0.266768198,-0.282273027
Pennsylvania,42,Lebanon,462,-3.64E-17,0.070483947,0.729812573,-0.0324757,0.98009275,-0.501597896
Georgia,13,Douglas,463,-1.96E-16,0.491072522,0.187978236,0.222122747,-0.102854943,-0.014750899
Wisconsin,55,Washington,464,-4.51E-17,0.107031986,0.105035798,0.085283264,0.12273722,-0.556048048
Indiana,18,Madison,465,1.35E-16,0.020018902,0.382266056,-0.043106696,0.681590545,-0.478994814
Louisiana,22,Rapides,466,2.95E-17,0.037792938,-0.901920133,0.227896745,-1.1169359,0.272902361
